table_id,page_title,section_title,table_caption,headers,sample_data
table-0419-513,List of football clubs in Bosnia and Herzegovina,Inter-cantonal League of  /,Inter-cantonal League of  /,"[""Club"", ""City / Town""]","[[""\u0160ator"", ""[Glamo\u010d|Glamo\u010d]""], [""Junak"", ""[Sr\u0111evi\u0107i_(Livno)|Sr\u0111evi\u0107i]""], [""Bu\u017ean"", ""[Prisoje,_Tomislavgrad|Prisoje]""]]"
table-0419-518,List of football clubs in Bosnia and Herzegovina,Regional League - South,Regional League - South,"[""Club"", ""City / Town""]","[[""Romanija"", ""[Pale,_Bosnia_and_Herzegovina|Pale]""], [""Rudo"", ""[Rudo|Rudo]""], [""\u017deljeznica"", ""[Trnovo,_Republika_Srpska|Trnovo]""]]"
table-0420-541,Ark of Taste,Ark of Taste foods throughout the world,Ark of Taste Foods,"[""Food"", ""Nation"", ""State/Region"", ""Food type""]","[[""Abjosh Raisin of Herat"", ""[Afghanistan|Afghanistan]"", """", ""Fruit""], [""[Araucaria|Araucaria]"", ""[Argentina|Argentina]"", """", ""Fruit""], [""Capia Corn"", ""[Argentina|Argentina]"", """", ""Grains/cereals""]]"
table-0420-793,2008 European Women's Artistic Gymnastics Championships,Medal Winners,Medal Winners,"[""Event"", ""Gold"", ""Silver"", ""Bronze""]","[[""Seniors"", ""Seniors"", ""Seniors"", ""Seniors""], [""details"", ""[Romania|Romania]"", ""[Russia|Russia]"", ""[France|France]""], [""details"", ""[Oksana_Chusovitina|Oksana Chusovitina]"", ""[Carlotta_Giovannini|Carlotta Giovannini]"", ""[Francesca_Benolli|Francesca Benolli]""]]"
table-0420-837,2008 Rhythmic Gymnastics European Championships,Medal winners,Medal winners,"[""Event"", ""Gold"", ""Silver"", ""Bronze""]","[[""Senior Individual Finals"", ""Senior Individual Finals"", ""Senior Individual Finals"", ""Senior Individual Finals""], [""details"", ""[Yevgeniya_Kanayeva|Yevgeniya Kanayeva]"", ""[Anna_Bessonova|Anna Bessonova]"", ""[Olga_Kapranova|Olga Kapranova]""], [""Senior Groups Finals"", ""Senior Groups Finals"", ""Senior Groups Finals"", ""Senior Groups Finals""]]"
table-0420-88,Manhattan Project,Cost,Manhattan Project costs through 31 December 1945,"[""Site"", ""Cost (1945 USD)"", ""Cost (2014 USD)"", ""% of total""]","[[""Oak Ridge"", ""$1.19billion"", ""$"", ""62.9%""], [""Hanford"", ""$390million"", ""$"", ""20.6%""], [""Special operating materials"", ""$103million"", ""$"", ""5.5%""]]"
table-0423-842,University of East Anglia,Nobel laureates,Nobel laureates,"[""Name"", ""Prize"", ""Year"", ""Rationale"", ""Affiliation""]","[[""[Richard_Laurence_Millington_Synge|Richard Synge]"", ""[Nobel_Prize_in_Chemistry|Chemistry]"", ""1952"", ""For the invention of partition chromatography"", ""Professor of Biological Sciences (1968\u20131984)""], [""[Paul_Nurse|Paul Nurse]"", ""[Nobel_Prize_in_Physiology_or_Medicine|Physiology or Medicine]"", ""2001"", ""For the discoveries of key regulators of the cell cycle"", ""PhD (1973)""]]"
table-0424-518,Charlotte Blair Parker,Chronology of theatrical productions/compositions,Chronology of theatrical productions/compositions,"[""Productions"", ""Genre"", ""Contribution by Lottie B. Parker"", ""Dates of Productions""]","[[""[Way_Down_East|Way Down East]"", ""Play, Melodrama, Original, Broadway"", ""Written by Lottie Blair Parker; Revised by Joseph R. Grismer"", ""February 7, 1898 - June, 1898 (Manhattan Theatre, NYC - 152 Performances)""], [""[Under_Southern_Skies|Under Southern Skies]"", ""Play, Melodrama, Original, Broadway"", ""Written by Lottie Blair Parker; Produced by William A. Brady"", ""November 12, 1901 - January, 1902 (Theatre Republic, NYC - 71 Performances)""], [""Lights of Home"", ""Play, Melodrama, Original, Broadway"", ""Written by Lottie Blair Parker."", ""[Fourteenth_Street_Theatre|Haverly's 14th Street Theatre]""]]"
table-0424-537,List of United States standard crochet hook and knitting needle sizes,Standard crochet hook sizes,Standard crochet hook sizes,"[""Millimeter range"", ""Crochet hook size (numeric)"", ""Crochet hook size (letter)""]","[[""2.25 mm"", ""1"", ""B""], [""2.75 mm"", ""2"", ""C""], [""3.25 mm"", ""3"", ""D""]]"
table-0424-979,Impeachment (Norway),Cases,Cases,"[""Person(s)"", ""Period"", ""Charges"", ""Outcome""]","[[""[Frederik_Gottschalk_von_Haxthausen|Fredrik Gottschalk von Haxthausen]"", ""1814\u201316"", ""regarding having given incorrect information about the state of the army during the 1814 war, and thus possibly having caused a defeat in the war"", ""Not convicted""], [""[Herman_Wedel_Jarlsberg|Johan Caspar Herman Wedel-Jarlsberg]"", ""1821\u201322"", ""regarding the Ministry of Finance having done trade with two British trading houses that had gone bankrupt"", ""Not convicted""], [""[Thomas_Fasting|Thomas Fasting]"", ""1821"", ""regarding having held two positions that had conflict of interest"", ""Convicted""]]"
table-0427-116,Nettop,Models,Models,"[""Manufacturer"", ""Product"", ""Chipset"", ""Processor"", ""Power consumption (Watts)"", ""HDD"", ""Wi-Fi"", ""Video Output""]","[[""Abaco"", ""Dual"", """", ""[Intel_Atom_(CPU)|Atom]"", ""35\u201345 W"", """", """", """"], [""[Acer_Inc.|Acer]"", ""[Acer_AspireRevo|AspireRevo]"", ""[Nvidia_Ion|ION]"", ""[Intel_Atom_(CPU)|Atom]"", ""21\u201329 W"", ""Yes"", ""Yes"", ""VGA, HDMI""], [""[Acer_Inc.|Acer]"", ""Veriton N260G"", ""GN40"", ""[Intel_Atom_(CPU)|Atom]"", ""65 W"", ""Yes"", ""Optional"", """"]]"
table-0427-703,1958 PGA Championship,Final leaderboard,Final leaderboard,"[""Place"", ""Player"", ""Country"", ""Score"", ""To par"", ""[United_States_dollar|$]""]","[[""1"", ""[Dow_Finsterwald|Dow Finsterwald]"", ""[United_States|United States]"", ""67-72-70-67=276"", ""\u22124"", ""5,500""], [""2"", ""[Billy_Casper|Billy Casper]"", ""[United_States|United States]"", ""73-67-68-70=278"", ""\u22122"", ""3,500""], [""3"", ""[Sam_Snead|Sam Snead]"", ""[United_States|United States]"", ""73-67-67-73=280"", ""E"", ""2,400""]]"
table-0427-705,1959 PGA Championship,Final leaderboard,Final leaderboard,"[""Place"", ""Player"", ""Country"", ""Score"", ""To par"", ""[United_States_dollar|$]""]","[[""1"", ""[Bob_Rosburg|Bob Rosburg]"", ""[United_States|United States]"", ""71-72-68-66=277"", ""\u20133"", ""8,250""], [""T2"", ""[Jerry_Barber|Jerry Barber]"", ""[United_States|United States]"", ""69-65-71-73=278"", ""\u20132"", ""3,563""], [""T2"", ""[Doug_Sanders|Doug Sanders]"", ""[United_States|United States]"", ""72-66-68-72=278"", ""\u20132"", ""3,563""]]"
table-0427-720,1962 PGA Championship,Final leaderboard,Final leaderboard,"[""Place"", ""Player"", ""Country"", ""Score"", ""To par"", ""[United_States_dollar|$]""]","[[""1"", ""[Gary_Player|Gary Player]"", ""[South_Africa|South Africa]"", ""72-67-69-70=278"", ""\u20132"", ""13,000""], [""2"", ""[Bob_Goalby|Bob Goalby]"", ""[United_States|United States]"", ""69-72-71-67=279"", ""\u20131"", ""6,700""], [""T3"", ""[George_Bayer|George Bayer]"", ""[United_States|United States]"", ""69-70-71-71=281"", ""+1"", ""3,450""]]"
table-0428-118,1966 PGA Championship,Final leaderboard,Final leaderboard,"[""Place"", ""Player"", ""Country"", ""Score"", ""To par"", ""[United_States_dollar|$]""]","[[""1"", ""[Al_Geiberger|Al Geiberger]"", ""[United_States|United States]"", ""68-72-68-72=280"", ""E"", ""25,000""], [""2"", ""[Dudley_Wysong|Dudley Wysong]"", ""[United_States|United States]"", ""74-72-66-72=284"", ""+4"", ""15,000""], [""T3"", ""[Billy_Casper|Billy Casper]"", ""[United_States|United States]"", ""73-73-70-70=286"", ""+6"", ""8,334""]]"
table-0428-136,1969 PGA Championship,Final leaderboard,Final leaderboard,"[""Place"", ""Player"", ""Country"", ""Score"", ""To par"", ""[United_States_dollar|$]""]","[[""1"", ""[Raymond_Floyd|Raymond Floyd]"", ""[United_States|United States]"", ""69-66-67-74=276"", ""\u22128"", ""35,000""], [""2"", ""[Gary_Player|Gary Player]"", ""[South_Africa|South Africa]"", ""71-65-71-70=277"", ""\u22127"", ""20,000""], [""3"", ""[Bert_Greene_(golfer)|Bert Greene]"", ""[United_States|United States]"", ""71-68-68-71=278"", ""\u22126"", ""12,400""]]"
table-0428-148,1972 PGA Championship,Final leaderboard,Final leaderboard,"[""Place"", ""Player"", ""Country"", ""Score"", ""To par"", ""[United_States_dollar|$]""]","[[""1"", ""[Gary_Player|Gary Player]"", ""[South_Africa|South Africa]"", ""71-71-67-72=281"", ""+1"", ""45,000""], [""T2"", ""[Tommy_Aaron|Tommy Aaron]"", ""[United_States|United States]"", ""71-71-70-71=283"", ""+3"", ""20,850""], [""T2"", ""[Jim_Jamieson|Jim Jamieson]"", ""[United_States|United States]"", ""69-72-72-70=283"", ""+3"", ""20,850""]]"
table-0428-156,1974 PGA Championship,Final leaderboard,Final leaderboard,"[""Place"", ""Player"", ""Country"", ""Score"", ""To par"", ""[United_States_dollar|$]""]","[[""1"", ""[Lee_Trevino|Lee Trevino]"", ""[United_States|United States]"", ""73-66-68-69=276"", ""\u20134"", ""45,000""], [""2"", ""[Jack_Nicklaus|Jack Nicklaus]"", ""[United_States|United States]"", ""69-69-70-69=277"", ""\u20133"", ""25,700""], [""T3"", ""[Bobby_Cole_(golfer)|Bobby Cole]"", ""[South_Africa|South Africa]"", ""69-68-71-71=279"", ""\u20131"", ""10,957""]]"
table-0428-815,List of Academy Awards for Walt Disney,Honorary Academy Awards,Honorary Academy Awards,"[""Year"", ""To, for/award name"", ""Award type"", ""Refs.""]","[[""[5th_Academy_Awards|1932 (5th)]"", ""[Mickey_Mouse|Mickey Mouse]"", ""Statuette"", """"], [""[11th_Academy_Awards|1939 (11th)]"", ""[Snow_White_and_the_Seven_Dwarfs_(1937_film)|Snow White and the Seven Dwarfs]"", ""One statuette and seven miniature statuettes on a stepped base"", """"], [""[14th_Academy_Awards|1942 (14th)]"", ""[William_Garity|William Garity]"", ""Certificate of merit"", """"]]"
table-0430-782,Profero,Clients,Clients,"[""Global Clients"", ""Associated Press/Work"", ""Offices (In Asc With Plan.net)""]","[[""AllSaints"", ""Press"", ""London""], [""ASOS"", ""ASOS Marketplace"", ""London""], [""Barclays"", ""Press"", ""London""]]"
table-0431-12,Sprite Zero,Nutrition,Nutrition,"[""Soft drink"", ""Calories"", ""Fat"", ""Sodium"", ""Carbohydrates"", ""Sugars"", ""Aspartame"", ""Acesulfame-Potassium""]","[[""[Sprite_(soft_drink)|Sprite]"", ""140"", ""0g"", ""38g"", ""38g"", ""0 mg"", ""0 mg"", """"], [""Sprite Zero"", ""0"", ""0g"", ""65mg"", ""0g"", ""0g"", ""75mg/355ml"", ""50mg/355ml""], [""[7_Up|7_Up]"", ""140"", ""0g"", ""40mg"", ""39g"", ""38g"", ""0 mg"", ""0 mg""]]"
table-0432-545,Financial situation of Alitalia,History,Table with Alitalia group’s net debt and net available funds,"[""Date"", ""Net debt"", ""Net available funds"", ""Reference"", ""Source"", ""Remark""]","[[""31 March 2004"", ""\u20ac1.634bn"", ""\u20ac256mn"", """", ""Alitalia press release 07/30/2004"", """"], [""31 January 2005"", ""\u20ac1.776bn"", ""\u20ac80mn"", """", ""Alitalia press release 02/28/2005"", """"], [""31 December 2005"", ""\u20ac0.879bn"", ""\u20ac1131mn"", """", ""Alitalia press release 01/31/2006"", """"]]"
table-0432-561,International rankings of Italy,,Cities,"[""Organization"", ""Survey"", ""Ranking""]","[[""[UNESCO|UNESCO (United Nations Educational, Scientific and Cultural Organization)]"", ""[Table_of_World_Heritage_Sites_by_country|Number of UNESCO World Heritage Sites]"", ""1 out of 148""], [""[World_Health_Organization|World_Health_Organization (World Health Organization)]"", ""[Health_system|Healthcare system rankings]"", ""2 out of 180""], [""[World_Tourism_Organization|UNTWO (World Tourism Organization)]"", ""[World_Tourism_rankings|Tourism earner and number of tourists per year rankings]"", ""respectively 4 and 5 out of 58""]]"
table-0434-898,Maine,Counties,Counties,"[""MAINE COUNTIES"", ""MAINE COUNTIES"", ""MAINE COUNTIES"", ""MAINE COUNTIES"", ""MAINE COUNTIES"", ""MAINE COUNTIES"", ""MAINE COUNTIES""]","[[""County name"", ""County seat"", ""Year founded"", ""2010 population"", ""Percent of total"", ""Area (sq. mi.)"", ""Percent of total""], [""[Androscoggin_County,_Maine|Androscoggin]"", ""[Auburn,_Maine|Auburn]"", ""1854"", ""107,702"", ""8.11%"", ""497"", ""1.44%""], [""[Aroostook_County,_Maine|Aroostook]"", ""[Houlton,_Maine|Houlton]"", ""1839"", ""71,870"", ""5.41%"", ""6,829"", ""19.76%""]]"
table-0435-533,Plastic recycling,Plastic identification code,Plastic identification code,"[""Plastic Identification Code"", ""Type of plastic polymer"", ""Properties"", ""Common Packaging Applications"", ""[Glass_transition|Glass Transition]"", ""Young's Modulus (GPa)""]","[["""", ""[Polyethylene_terephthalate|Polyethylene terephthalate]"", ""Clarity, strength, toughness, barrier to gas and moisture."", ""Soft drink, water and salad dressing bottles; peanut butter and jam jars"", ""Tm = 250; Tg = 76"", ""2-2.7""], ["""", ""[High-density_polyethylene|High-density polyethylene]"", ""Stiffness, strength, toughness, resistance to moisture, permeability to gas."", ""[Hula_hoop|hula hoop]"", ""Tm = 130; Tg = -125"", ""0.8""], ["""", ""[Polyvinyl_chloride|Polyvinyl chloride]"", ""Versatility, ease of blending, strength, toughness."", ""Blister packaging for non-food items; cling films for non-food use. Not used for food packaging as the plasticisers needed to make natively rigid PVC flexible are usually toxic. Non-packaging uses are electrical cable insulation; rigid piping; vinyl records."", ""Tm = 240; Tg = 85"", ""2.4-4.1""]]"
table-0436-667,List of Charvet customers,Other clients with a notable interest in Charvet,Other clients with a notable interest in Charvet,"[""Name, surname"", ""Nationality"", ""Occupation"", ""Born""]","[[""[William_Sturgis_Bigelow|Bigelow, William Sturgis]"", ""American"", ""Doctor"", ""1850""], [""[Rod_Blagojevich|Blagojevich, Rod]"", ""American"", ""Politician"", ""1956""], [""[Boy_Capel|Capel, Arthur \""Boy\""]"", ""English"", ""Businessman"", ""1881""]]"
table-0436-693,Hsinchu,Main attractions,Main attractions,"[""Name"", ""Feature"", ""Location""]","[[""Chenghuang Temple Night Market"", ""Most of the old stands in Cheng-huang Temple are of 50-years-old history, the famous snacks here are Hsin-chu meat balls, pork balls, spring rolls, braised pork rice, cuttlefish thick soup, rice noodles, and cow tongue shaped cakes"", ""Cheng-huang Temple and fa-lian shrine square""]]"
table-0439-233,Bournemouth Raiders,Tables,Tables,"[""JGL South West Conference"", ""Won"", ""Lost"", ""Tied""]","[[""Eastleigh Royals"", ""8"", ""0"", ""0""], [""Basingstoke Ironsides"", ""4"", ""3"", ""1""], [""Bournemouth Raiders"", ""3"", ""4"", ""1""]]"
table-0439-234,Bournemouth Raiders,Tables,Tables,"[""JGL Southern Conference"", ""Won"", ""Lost"", ""Tied""]","[[""Crawley Raiders"", ""5"", ""1"", ""0""], [""Bournemouth Raiders"", ""4"", ""2"", ""0""], [""Eastleigh Devils"", ""3"", ""3"", ""0""]]"
table-0440-409,2009 in games,Death,Death,"[""Date"", ""Name"", ""Age"", ""Notability""]","[[""April 7"", ""[Dave_Arneson|Dave Arneson]"", ""61"", ""Dungeons &amp; Dragons""]]"
table-0441-134,Bowman's Strategy Clock,,References,"[""Value \\ Price"", ""Low price"", ""Medium price"", ""High price""]","[[""High added value"", ""Hybrid Low cost base and reinvestment in low price and differentiation"", ""Differentiation Perceived added value by user, yielding market share benefits or allowing price premium"", ""Focused differentiation Perceived added value to a particular segment warranting a premium price""], [""Mediocre added value"", ""Cost leader"", ""\\ | / -- * -- / | \\"", ""Raise prices to get higher margins. Works in de facto industry standard position. Risk losing market share to competitors.""], [""Low added value"", ""Segment specific"", ""Increased price & low value Risks losing market share; only feasible in monopoly position."", ""Increased price & low value Risks losing market share; only feasible in monopoly position.""]]"
table-0441-859,Structure of the British Army,Household Cavalry and Royal Armoured Corps,Household Cavalry and Royal Armoured Corps,"[""Armoured Regiments"", ""Formation Reconnaissance Regiments""]","[[""[Royal_Scots_Dragoon_Guards|The Royal Scots Dragoon Guards (Carabiniers and Greys)]"", ""[Household_Cavalry_Regiment|The Household Cavalry Regiment]""], [""[Royal_Dragoon_Guards|The Royal Dragoon Guards]"", ""[1st_The_Queen's_Dragoon_Guards|1st The Queen's Dragoon Guards]""], [""[Queen's_Royal_Hussars|The Queen's Royal Hussars (Queen's Own and Royal Irish)]"", ""[9th/12th_Royal_Lancers|9th/12th Royal Lancers (Prince of Wales's)]""]]"
table-0442-334,Jeff Lang,Collaborations,Collaborations,"[""Title"", ""Release"", ""Notes""]","[[""Chris Finnen"", ""1996"", ""Personnel: Jeff Lang - Vocals, Guitars; Chris Finnen - Vocals, Guitars, Percussion; Dirk Dubois - Bass; Steve Peturka - Drums; Kerryn Tolhurst - Lap Steel""], [""Hat Fitz"", ""1999"", ""Personnel: Hat Fitz - Vocals, Guitars; Jeff Lang - Vocals, Guitars, Tony Eissentragor - Drums; Dick Zero - Bush Bass, Trumpet""], [""[Bob_Brozman|Bob Brozman]"", ""2002"", ""Personnel: Bob Brozman - Vocals, Guitars; Jeff Lang - Vocals, Guitars, Chumbush; Angus Diggs - Drums""]]"
table-0443-553,List of alternate reality games,,Media with ARG themes,"[""Name"", ""Year"", ""Developer"", ""Story summary"", ""Gameplay summary"", ""Scale"", ""Link""]","[[""[Ong's_Hat|Ong's Hat]"", ""1999"", ""Independent"", ""Legend Tripping, on-line experience."", ""Puzzle solving by online communities."", ""Very influential."", ""http://www.incunabula.org/""], [""[The_Beast_(game)|The Beast]"", ""2001"", ""Microsoft"", ""Murder mystery set in the future featuring human like robots."", ""Puzzle solving by online communities. Rewards in the form of new websites and videos."", ""Very influential."", ""http://www.cloudmakers.org/""], [""[I_Love_Bees|I Love Bees]"", ""2004"", ""[42_Entertainment|42 Entertainment]"", ""[Halo_2|Halo 2]"", ""Puzzle solving by online communities. Information released by phone calls to public telephones. Rewards in the form of new websites and videos."", ""600,000+ players."", ""http://www.ilovebees.com/""]]"
